"FID_site","Area_ha","BASIN_NAME","abate_yr1","abate_yr2","abate_yr3","abate_yr4","abate_yr5","abate_yr6","abate_yr7","abate_yr8","abate_yr9","abate_yr10","abate_yr11","abate_yr12","abate_yr13","abate_yr14","abate_yr15","abate_yr16","abate_yr17","abate_yr18","abate_yr19","abate_yr20","abate_yr21","abate_yr22","abate_yr23","abate_yr24","abate_yr25","abate_CO2eMg_25yrs","FGM_yr","rate_scale","maint_cost_scale","rest_low_cost_scale","rest_high_cost_scale","DCF_25_4_CPlow","NPV_25_4_CPlow_RClow","NPV_25_4_CPlow_RChigh","DCF_25_7_CPlow","NPV_25_7_CPlow_RClow","DCF_25_4_CPhigh","NPV_25_4_CPhigh_RClow","DCF_25_4_CPlow_upperCI","NPV_25_4_CPlow_RClow_upperCI","DCF_25_4_CPlow_lowerCI","NPV_25_4_CPlow_RClow_lowerCI"
362,281.393126387,"Styx",1551.62531377261,147.135923316613,147.135923316613,147.135923316613,147.135923316613,147.135923316613,147.135923316613,147.135923316613,147.135923316613,147.135923316613,147.135923316613,147.135923316613,147.135923316613,147.135923316613,147.135923316613,147.135923316613,147.135923316613,147.135923316613,147.135923316613,147.135923316613,147.135923316613,147.135923316613,147.135923316613,147.135923316613,147.135923316613,5082.88747337131,20937.7470498207,-0.375,131903.027993906,1628063.38609639,13523249.3942388,-837331.628439619,-2465395.01453601,-14360581.0226784,-706304.739514441,-2334368.12561083,-490008.060694862,-2118071.44679125,133507.69940339,-1494555.686693,-1069231.57083707,-2697294.95693346
363,47.7211944342,"Styx",188.985475712901,25.7003364643103,26.3795460798851,33.1264044390759,53.246661975649,85.7047026360885,123.611729159148,160.537137216995,192.70424421243,218.634364331777,238.25138862255,252.169276535678,261.257334994558,266.410936540039,268.446276819082,268.0624277841,265.836864160313,262.235885874029,257.630330794029,252.311924494535,246.508228629626,240.39547248086,234.109184889315,227.752818362835,221.4046524218,4871.41360563161,3550.82510887807,-0.229166667,27588.8155203416,340525.468577651,2828520.60674802,26868.2990412228,-313657.169536429,-2801652.30770679,-21078.5040798748,-361603.972657526,341301.315333492,775.846755840874,203557.802078845,-136967.666498806,-53716.0764690038,-394241.545046655
364,44.9208147378,"Styx",244.936305556794,20.7296052007252,20.7296221597146,20.7297906200786,20.7302929969967,20.7311034324698,20.7320499221022,20.7329719019858,20.7337750732199,20.7344225149243,20.7349123267564,20.735259838493,20.7354867556083,20.7356154344017,20.7356662542271,20.7356566700111,20.7356011005537,20.7355111887635,20.7353961939846,20.7352634002288,20.7351184894175,20.734965861769,20.7348089012639,20.734650190978,20.7344916854501,742.548343670918,3342.45520824483,-0.229166667,25969.8460090604,320542.720458745,2662537.08995009,-160973.807423215,-481516.52788196,-2823510.8973733,-137079.006141326,-457621.726600072,-110078.457487489,-430621.177946235,-5989.44035839095,-326532.160817136,-197994.997298672,-518537.717757417
365,1.17561653116,"Shoalwater",3.95174317557277,3.95209853249169,4.00072615948757,4.48376365507301,5.92426207575807,8.2480770778725,10.9620091306843,13.6056627665184,15.908648537983,17.7651007733581,19.16957049538,20.1660137825342,20.8166681706956,21.1856373488292,21.3313563811124,21.3038749272758,21.1445369625717,20.886726965613,20.5569948631754,20.1762265822001,19.7607142701762,19.323074962512,18.873011769676,18.4179313152611,17.9634379771074,389.87786865892,0,0,881.71239837,10882.8712629687,90396.83802938,14821.1140196762,3938.24275670752,-75575.7240097038,8570.36533770994,-2312.50592525872,39953.2778591833,29070.4065962146,25471.661400731,14588.7901377623,10028.573957497,-854.297305471613
366,1380.57602513,"Shoalwater",7635.08025518824,761.361711445637,761.502690283263,762.903088963282,767.079311524331,773.816402311921,781.6845013708,789.348852680758,796.025556381684,801.407691896416,805.4794618166,808.368301454925,810.254646831127,811.324344224701,811.74680571543,811.667132828688,811.205187995238,810.457757862512,809.501814679564,808.39790990417,807.193276933422,805.924494459228,804.619693264843,803.300346271101,801.982701416107,26751.633937704,102725.519460835,-0.375,647145.011779687,7987633.9095271,66348009.7586434,-4018546.69249172,-12006180.6020188,-70366556.4511351,-3405043.15838167,-11392677.0679088,-2196616.12200956,-10184250.0315367,763721.171113948,-7223912.73841315,-5167383.82716237,-13155017.7366895
367,1.00761184156,"Fitzroy",5.8034205232033,0.774237491203297,0.774237491203297,0.774237491203297,0.774237491203297,0.774237491203297,0.774237491203297,0.774237491203297,0.774237491203297,0.774237491203297,0.774237491203297,0.774237491203297,0.774237491203297,0.774237491203297,0.774237491203297,0.774237491203297,0.774237491203297,0.774237491203297,0.774237491203297,0.774237491203297,0.774237491203297,0.774237491203297,0.774237491203297,0.774237491203297,0.774237491203297,24.3851203120824,74.9739662392458,0,755.70888117,9327.62483691873,77478.4311242286,-4063.20353204447,-13390.8283689632,-81541.634656273,-3570.46665201691,-12898.0914889356,-2410.91288514774,-11738.5377220665,-586.8307608688,-9914.45559778752,-4893.58876909376,-14221.2136060125
368,2.3363384117,"Fitzroy",6.15686144175547,6.15764261687354,6.264539908689,7.32639308379404,10.4930164530304,15.6014197569215,21.5674107899878,27.378909964987,32.4415247226419,36.5225323433332,39.6099544322962,41.8004188950901,43.2307414565465,44.0418401743431,44.3621718639475,44.3017598477383,43.9514898888178,43.3847505231446,42.6599060067102,41.8228695202506,40.9094558166559,39.9474007119467,38.958034390122,37.9576387068363,36.9585336713201,793.80721698778,215.563758390067,0,1752.253808775,21627.860350153,179648.379710918,25560.1508616689,3932.29051151591,-154088.228849249,14047.5443934105,-7580.31595674253,76628.5567180367,55000.6963678837,34084.2581261257,12456.3977759727,17358.9508266425,-4268.90952351047
369,1.24553596151,"Fitzroy",19.7795867920544,19.7800032489299,19.836991894781,20.4030827050742,22.0912599700779,24.8146309910459,27.9951956654193,31.0933982739559,33.792358692923,35.9680087403801,37.6139625436308,38.781733975438,39.5442616739735,39.9766712962735,40.1474452130278,40.1152386066824,39.9285041225602,39.626366356002,39.2399402198233,38.7937027606587,38.3067473927005,37.7938605204475,37.266413604123,36.7330867598454,36.2004479804139,835.622900000242,224.874757456388,0,934.1519711325,11530.1266724586,95773.1620712161,31914.339945589,20384.2132731304,-63858.822125627,20461.3969346907,8931.27026223207,86388.8584997498,74858.7318272912,36458.6770549873,24928.5503825286,27542.1498141754,16012.0231417168
370,2.86296560216,"Styx",10.1968313719567,10.197696767406,10.3161189082852,11.4924529777432,15.0004774784056,20.6596297866375,27.2688283790725,33.7068789819748,39.3153061728445,43.8362968469668,47.2565811905956,49.6832047916096,51.2677338007065,52.1662789836067,52.5211463879174,52.4542212098066,52.0661878207788,51.4383469478838,50.6353552351572,49.7080758716008,48.6961848830544,47.6304083492567,46.5343761116343,45.4261254110879,44.3193045060898,963.794049172079,0,0,2147.22420162,26502.9329316009,220142.394192755,36813.186520447,10310.2535888461,-183329.207672308,21381.6898847076,-5121.24304689334,98963.9648604793,72461.0319288783,62750.3070487966,36247.3741171957,25141.9845829017,-1360.94834869921
371,1.69051037517,"Styx",11.5896859189383,3.15201240693827,3.15201240693827,3.15201240693827,3.15201240693827,3.15201240693827,3.15201240693827,3.15201240693827,3.15201240693827,3.15201240693827,3.15201240693827,3.15201240693827,3.15201240693827,3.15201240693827,3.15201240693827,3.15201240693827,3.15201240693827,3.15201240693827,3.15201240693827,3.15201240693827,3.15201240693827,3.15201240693827,3.15201240693827,3.15201240693827,3.15201240693827,87.2379836854567,37.9097213786965,0,1267.8827813775,15649.3263696579,129988.638744678,-2555.50424012187,-18204.8306097798,-132544.1429848,-2967.43174476792,-18616.7581144258,3277.35017475751,-12371.9761949004,3276.95368844193,-12372.372681216,-3948.67674444816,-19598.0031141061
372,1.9591434638,"Shoalwater",10.730532983796,0.952073415795971,0.952073415795971,0.952073415795971,0.952073415795971,0.952073415795971,0.952073415795971,0.952073415795971,0.952073415795971,0.952073415795971,0.952073415795971,0.952073415795971,0.952073415795971,0.952073415795971,0.952073415795971,0.952073415795971,0.952073415795971,0.952073415795971,0.952073415795971,0.952073415795971,0.952073415795971,0.952073415795971,0.952073415795971,0.952073415795971,0.952073415795971,33.5802949628993,145.775147346648,0,1469.35759785,18136.1060661371,150644.678497928,-8594.84449440673,-26730.9505605438,-159239.522992334,-7434.91324897163,-25571.0193151087,-6296.1466785719,-24432.252744709,-1835.5815346097,-19971.6876007468,-10209.3986704399,-28345.5047365769
373,1.09066052988,"Shoalwater",6.18293499625882,0.739232804258816,0.739232804258816,0.739232804258816,0.739232804258816,0.739232804258816,0.739232804258816,0.739232804258816,0.739232804258816,0.739232804258816,0.739232804258816,0.739232804258816,0.739232804258816,0.739232804258816,0.739232804258816,0.739232804258816,0.739232804258816,0.739232804258816,0.739232804258816,0.739232804258816,0.739232804258816,0.739232804258816,0.739232804258816,0.739232804258816,0.739232804258816,23.9245222984704,81.153527672905,0,817.99539741,10096.4198985645,83864.3049424607,-4522.14872304039,-14618.5686216049,-88386.4536655011,-3952.74414310915,-14049.1640416737,-2896.89547571333,-12993.3153742779,-759.243703627669,-10855.6636021922,-5420.9766054951,-15517.3965040596
374,1.72873783396,"Fitzroy",9.77723453799749,1.14874744999749,1.14874744999749,1.14874744999749,1.14874744999749,1.14874744999749,1.14874744999749,1.14874744999749,1.14874744999749,1.14874744999749,1.14874744999749,1.14874744999749,1.14874744999749,1.14874744999749,1.14874744999749,1.14874744999749,1.14874744999749,1.14874744999749,1.14874744999749,1.14874744999749,1.14874744999749,1.14874744999749,1.14874744999749,1.14874744999749,1.14874744999749,37.3471733379372,128.631607860615,0,1296.55337547,16003.2041024859,132928.067809277,-7196.60685683289,-23199.8109593188,-140124.67466611,-6285.69906971189,-22288.9031721978,-4658.44932122596,-20661.6534237119,-1232.25094091085,-17235.4550433968,-8621.28522911642,-24624.4893316023
