"FID_site","Area_ha","BASIN_NAME","abate_yr1","abate_yr2","abate_yr3","abate_yr4","abate_yr5","abate_yr6","abate_yr7","abate_yr8","abate_yr9","abate_yr10","abate_yr11","abate_yr12","abate_yr13","abate_yr14","abate_yr15","abate_yr16","abate_yr17","abate_yr18","abate_yr19","abate_yr20","abate_yr21","abate_yr22","abate_yr23","abate_yr24","abate_yr25","abate_CO2eMg_25yrs","FGM_yr","rate_scale","maint_cost_scale","rest_low_cost_scale","rest_high_cost_scale","DCF_25_4_CPlow","NPV_25_4_CPlow_RClow","NPV_25_4_CPlow_RChigh","DCF_25_7_CPlow","NPV_25_7_CPlow_RClow","DCF_25_4_CPhigh","NPV_25_4_CPhigh_RClow","DCF_25_4_CPlow_upperCI","NPV_25_4_CPlow_RClow_upperCI","DCF_25_4_CPlow_lowerCI","NPV_25_4_CPlow_RClow_lowerCI"
120,2.63782820136,"Waterpark",2.37174339652778,2.37262537738746,2.49331709317778,3.69219574991752,7.26745197207382,13.0350626310974,19.7709273283389,26.3323639637551,32.0482773522965,36.6559133693523,40.1417478835622,42.6148780246768,44.2297747273342,45.1455406393014,45.5072091211101,45.4390013137204,45.0435312170139,44.4036576964844,43.5852765487122,42.6402257619784,41.6089417580435,40.5227394857479,39.4057016553384,38.2762111936584,37.1481779297346,781.752493190341,59.1533917837616,0,1978.37115102,24418.7998112814,202830.874139195,27166.9080980165,2748.10828673515,-175663.966041178,14660.3448456195,-9758.45496566182,77261.0407333194,52842.2409220381,36790.9978561005,12372.1980448192,17907.3947188022,-6511.40509247919
121,1.21867668967,"Calliope",3.02266796573719,3.02307544174363,3.07883513065434,3.63271822448359,5.28449004177941,7.94913171995384,11.0611076961291,14.092497739782,16.7332552292137,18.8619875058447,20.472446407964,21.6150349145673,22.3611187461996,22.7842034793311,22.9512946661819,22.9197825934897,22.7370750280081,22.4414528453811,22.0633599670807,21.6267455936083,21.150291390754,20.6484648950354,20.1323923417763,19.6105666608795,19.0894142067491,409.343410432328,112.442213494101,0,914.0075172525,11281.4860741818,93707.8685152367,13095.5847637614,1814.09868957968,-80612.2837514752,7159.29770974671,-4122.18836443505,39421.8871007033,28140.4010265216,17541.9234991545,6260.43742497271,8817.68066646141,-2463.80540772035
122,1.44786605239,"Calliope",3.14314584296678,2.40369311164967,2.45745062610922,2.99144532742652,4.58390663929526,7.15286848865816,10.1531021127172,13.0756434196662,15.6215786946925,17.6738741500121,19.2265059779229,20.3280673274381,21.0473613757107,21.4552543195782,21.6163457293165,21.5859651670053,21.4098181191089,21.1248109021107,20.7602942814238,20.3393575087533,19.8800114435292,19.3962041335033,18.8986623020124,18.3955739216039,17.8931345942719,382.614075516483,107.732710571369,0,1085.8995392925,13403.1288575326,111330.956614733,11047.1017399291,-2356.02711760357,-100283.854874804,5587.06092317177,-7816.06793436086,35639.2790368545,22236.1501793218,23332.6211078495,9929.49225031692,5626.82256871898,-7776.30628881365
123,2.26932529956,"Calliope",9.82596382181867,4.27833265670581,4.33130500172933,4.85750030378708,6.42670250550732,8.95814271074842,11.9145556379948,14.7944110035868,17.3031609551445,19.3254810724783,20.8554355301847,21.940907737331,22.6496959482728,23.0516313050772,23.2103698521022,23.1804330210389,23.0068587349162,22.7260142653605,22.3668216875049,21.9520330169504,21.4993960508094,21.0226551149747,20.53238026082,20.0366398693184,19.5415390509789,429.588367115141,189.527543531263,0,1701.99397467,21007.5091956563,174495.531581105,8651.8728598413,-12355.636335815,-165843.658721264,3354.38793201013,-17653.1212636462,36397.1073156218,15389.5981199655,16710.958209901,-4296.55098575529,3671.76296408732,-17335.746231569
124,1.24104899036,"Calliope",19.4538480588012,19.4542430859466,19.5082992521785,20.0452605799395,21.6465688669314,24.2298026746799,27.2467042027174,30.1854817912302,32.7455610996941,34.8092581549792,36.3705156839068,37.4781967964475,38.2014869082374,38.6116459157766,38.7736322745374,38.7430829319382,38.5659572928891,38.2793667082197,37.9128250025583,37.4895497007641,37.0276517222335,36.5411566035906,36.0408506608632,35.5349673551695,35.0297367083896,809.925650032619,233.777870571671,0,930.78674277,11488.5900590377,95428.144802797,30472.9974511722,18984.4073921345,-64955.1473516249,19505.8964587952,8017.30639975757,83287.5150151741,71798.9249561364,38361.0564179142,26872.4663588765,25764.9241688379,14276.3341098002
125,1.89642613266,"Fitzroy",5.11396486986063,5.11459895399112,5.20136807241766,6.06328012217613,8.6336456896394,12.7801646866883,17.6227923500111,22.3400181242785,26.4493703070567,29.7619465896318,32.2680240432349,34.0460360691094,35.2070367419554,35.8654100225584,36.1254250130133,36.0763882479109,35.7920721999487,35.3320467465258,34.7436864745378,34.0642593647628,33.3228364486757,32.5419310403564,31.7388569672186,30.926830300853,30.115851260365,647.247840706777,174.974285714447,0,1422.319599495,17555.5216471003,145822.146426944,20893.415293289,3337.8936461887,-124928.731133655,11506.0993933865,-6049.42225371379,62538.1937244425,44982.6720773422,27812.4799407552,10256.9582936549,14236.4562160893,-3319.06543101099
126,1.02383047674,"Fitzroy",2.87359453996344,2.87393686621781,2.92078135558127,3.38610623820443,4.77378269117156,7.01238518679414,9.62679944130516,12.1735123342657,14.3920493910853,16.1804269526955,17.5333958516327,18.4933003308362,19.1200957236711,19.4755350861961,19.6159107137878,19.5894369836991,19.4359418194501,19.187585516533,18.8699444363559,18.5031386350034,18.1028628394637,17.6812714281731,17.2477117060121,16.8093187013902,16.3714912839284,352.250316053417,94.4642657971452,0,767.872857555,9477.76335066592,78725.532792642,11421.3102812013,1943.54693053537,-67304.2225114407,6312.21402719308,-3165.54932347283,34090.428214996,24612.6648643301,15156.7412289952,5678.97787832927,7827.38361305322,-1650.3797376127
127,2.275149049,"Fitzroy",5.91616004980887,5.91692076553085,6.02101835983388,7.05506102971079,10.1387488313655,15.1133603077979,20.9230988299654,26.5823917188426,31.5124138756684,35.4865377139009,38.4930985593703,40.6261935808678,42.0190552258756,42.8089108324205,43.1208528629483,43.0620230699052,42.7209268694215,42.1690307122649,41.4631702632011,40.6480562120919,39.7585653042046,38.8217069396346,37.8582526534008,36.8840578706092,35.9111199328285,771.03073237147,209.918027727626,0,1706.36178675,21061.4205806559,174943.337920075,24790.9795912689,3729.55901061295,-150152.358328807,13608.8828408326,-7452.53773982331,74390.6461724332,53329.2255917773,33091.8359061584,12030.4153255024,16804.5733919613,-4256.84718869464
128,5.10139430152,"Calliope",98.724106293021,75.3465631884707,75.3656705863815,75.5554719442557,76.1214912673108,77.0345947983628,78.1009881808837,79.1397668562783,80.0446858958634,80.7741471868043,81.3260096462802,81.7175450667701,81.9732086281052,82.1181887831936,82.175446595368,82.1646482260857,82.1020390863437,82.000737038483,81.8711744240912,81.7215580124772,81.5582895255454,81.3863266124944,81.2094819453409,81.0306658306929,80.8520804133812,2021.41488603228,960.955988021695,-0.083333333,3507.20858357035,43289.0584026446,359573.673740286,63273.8896432886,19984.831240644,-296299.784096998,41275.7963565301,-2013.26204611453,196772.795816005,153483.737413361,80957.1252767567,37668.0668741121,57947.9955466904,14658.9371440458
129,17.745168966,"Calliope",345.09285915028,261.748071564439,261.79136910517,262.221460740969,263.504065772218,265.573166835158,267.989624122037,270.343506226668,272.394061156099,274.047027201166,275.297552648354,276.184775539477,276.764111538653,277.09263791359,277.222384646576,277.197915441715,277.056042550872,276.826491171671,276.532901086824,276.193868911636,275.823901007268,275.434231452743,275.033499798183,274.628300825332,274.223624614783,6886.21745102188,3342.67788832925,-0.166666667,11090.7305993137,136891.568665397,1137068.02747366,218426.261956851,81534.6932914548,-918641.765516813,144042.725059233,7151.15639383646,673519.256570272,536627.687904875,285520.874720696,148629.306055299,200397.644424353,63506.0757589564
130,17.6504983477,"Calliope",346.111758347467,259.580916157374,259.593895575107,259.72282527666,260.10731516236,260.727575033333,261.451962793708,262.157592227019,262.772292474742,263.267806456248,263.642679760609,263.908644901621,264.082313978755,264.180797194766,264.219691714373,264.212356516435,264.169826906575,264.101013685512,264.013003413125,263.911370845724,263.800464593372,263.683652325504,263.563523942795,263.442056380325,263.320745527686,6653.7460811912,3324.84291891969,-0.166666667,11031.5614628999,136161.251052167,1131001.76045663,207750.037030142,71588.7859779754,-923251.723426491,137233.029818656,1071.77876648965,647900.688788291,511739.437736124,270406.472283168,134245.221231001,192183.426165751,56022.1751135844
131,13.1829097808,"Calliope",258.952757039587,193.154216647587,193.154216647587,193.154216647587,193.154216647587,193.154216647587,193.154216647587,193.154216647587,193.154216647587,193.154216647587,193.154216647587,193.154216647587,193.154216647587,193.154216647587,193.154216647587,193.154216647587,193.154216647587,193.154216647587,193.154216647587,193.154216647587,193.154216647587,193.154216647587,193.154216647587,193.154216647587,193.154216647587,4894.65395658167,2483.27837535796,-0.166666667,8239.31860970427,101696.92962213,844729.35983525,151505.117418332,49808.1877962014,-693224.242416919,100128.135268426,-1568.79435370424,475431.051705066,373734.122082936,196987.704301014,95290.7746788836,140640.900265515,38943.9706433848
132,5.81265951287,"Calliope",114.289818307552,85.2980350448216,85.2982038074474,85.2998801935092,85.3048794564993,85.3129442777924,85.3223630038906,85.3315378280975,85.3395303613545,85.3459731958762,85.3508474209368,85.3543055865104,85.3565636885363,85.3578441994555,85.3583499186944,85.3582545440567,85.3577015601877,85.3568068282271,85.3556624899392,85.3543410301254,85.3528989908329,85.3513801595989,85.3498182111574,85.3482388502636,85.3466615269621,2162.45284048233,1094.93676899169,-0.083333333,3996.20341655129,49324.6634655046,409707.466568764,65252.2978132961,15927.6343477915,-344455.168755468,42678.9133608299,-6645.75010467475,208359.612628722,159034.949163217,85329.5434348287,36004.8799693241,60448.7347202044,11124.0712546997
133,1.12763297965,"Boyne",3.08776146483774,3.08813849750353,3.13973226945875,3.65223365874443,5.18059832735086,7.64615934054533,10.5256334190684,13.3305422999266,15.7740035594926,17.7436940254865,19.2338323487517,20.2910558017509,20.9813982304963,21.372873464045,21.5274809369079,21.4983231936694,21.3292660727976,21.0557304097887,20.7058856003573,20.3018915527331,19.8610341884007,19.3967001455288,18.9191843963317,18.4363453470737,17.9541292264752,386.033627777523,104.041432699603,0,845.7247347375,10438.6798110944,86707.2324318439,12482.3671025688,2043.68729147443,-74224.8653292751,6883.44709293867,-3555.23271815571,37322.3073942436,26883.6275831492,16596.5110519167,6157.8312408223,8524.07370541908,-1914.6061056753
134,2.99032317845,"Boyne",9.26076096749484,6.48274579742559,6.58340732647487,7.58331819808454,10.5652192814235,15.3756282154291,20.993598226489,26.4660885308641,31.2333799546054,35.0763254603694,37.9836454028808,40.0463309808615,41.3932168899867,42.1570008526737,42.4586462651149,42.4017583325838,42.0719210743505,41.538241968433,40.8556806414982,40.0674719678631,39.2073414772129,38.3014070402874,37.3697545629106,36.4277161125102,35.4868930210373,767.387498548865,129.165111237849,0,2242.7423838375,27681.9024938613,229935.317217018,23834.1457951351,-3847.75669872625,-206101.171421883,12504.4007476477,-15177.5017462136,73260.1525036742,45578.2500098129,47802.0754902994,20120.172996438,13454.5482927327,-14227.3542011286
135,4.93462048754,"Boyne",90.0476873352667,65.4180119912667,65.4180119912667,65.4180119912667,65.4180119912667,65.4180119912667,65.4180119912667,65.4180119912667,65.4180119912667,65.4180119912667,65.4180119912667,65.4180119912667,65.4180119912667,65.4180119912667,65.4180119912667,65.4180119912667,65.4180119912667,65.4180119912667,65.4180119912667,65.4180119912667,65.4180119912667,65.4180119912667,65.4180119912667,65.4180119912667,65.4180119912667,1660.07997512567,929.539467128948,0,3700.965365655,45680.5753186509,379438.428369551,45076.7488744374,-603.82644421349,-334361.679495113,28604.5440861747,-17076.0312324761,154959.014940518,109278.439621867,62101.7670899165,16421.1917712656,41010.0607724453,-4670.51454620554
136,1.13371382287,"Styx",2.84584817105203,2.84622723661745,2.89809919391138,3.4133639084428,4.94996927407319,7.42882419658208,10.3238239372438,13.143856436661,15.6004924472164,17.5808031681106,19.0789760780801,20.1418999102766,20.835964554613,21.2295505597977,21.3849916513431,21.3556766942322,21.1857080444947,20.9106975210874,20.558966404586,20.1527940858892,19.7095596893963,19.2427220318807,18.7626315943948,18.2771891544683,17.7923730019327,381.651008946383,104.602407408341,0,850.2853671525,10494.971154555,87174.8075169765,12225.088984283,1730.117829728,-74949.7185326934,6690.3200207028,-3804.65113385224,36771.8858955669,26276.9147410119,16361.4157375755,5866.44458302045,8245.45310435556,-2249.51805019948
137,3.53011774548,"Styx",8.87898550648116,8.88016583207924,9.0416835340334,10.6461028953001,15.4307491746124,23.1493503504396,32.1637336446725,40.9446856754763,48.5941021167018,54.7603478780015,59.4253240649819,62.7350317314166,64.8961941823649,66.1217331902439,66.6057420691341,66.5144618330981,65.9852173792153,65.1288959664285,64.0336837437403,62.7689537636943,61.3888207422447,59.9351924320517,58.4402979218349,56.928738470094,55.4191291375583,1188.8173232359,325.708559014503,0,2647.58830911,32678.8675974746,271441.812533823,38088.406549983,5409.53895250844,-233353.40598384,20847.927062495,-11830.9405349796,114550.807426945,81871.9398294702,50968.0052113098,18289.1376138352,25696.7083092957,-6982.15928817886
138,1.9086766546,"Styx",12.0138872902559,2.48728367425593,2.48728367425593,2.48728367425593,2.48728367425593,2.48728367425593,2.48728367425593,2.48728367425593,2.48728367425593,2.48728367425593,2.48728367425593,2.48728367425593,2.48728367425593,2.48728367425593,2.48728367425593,2.48728367425593,2.48728367425593,2.48728367425593,2.48728367425593,2.48728367425593,2.48728367425593,2.48728367425593,2.48728367425593,2.48728367425593,2.48728367425593,71.7086954723983,142.02053362067,0,1431.50749095,17668.9266985294,146764.127437106,-6415.48686357065,-24084.4135621001,-153179.614300677,-5854.51895446664,-23523.4456529961,-1599.72813074515,-19268.6548292746,169.683173336047,-17499.2435251934,-7988.45626070968,-25657.3829592391
139,7.05130407843,"Styx",128.320893003128,93.1264444431282,93.1264444431282,93.1264444431282,93.1264444431282,93.1264444431282,93.1264444431282,93.1264444431282,93.1264444431282,93.1264444431282,93.1264444431282,93.1264444431282,93.1264444431282,93.1264444431282,93.1264444431282,93.1264444431282,93.1264444431282,93.1264444431282,93.1264444431282,93.1264444431282,93.1264444431282,93.1264444431282,93.1264444431282,93.1264444431282,93.1264444431282,2363.35555963821,1328.26254908403,-0.083333333,4847.77155568345,59835.4677220328,497013.789227286,66108.8391066575,6273.37138462462,-430904.950120629,42522.5244300455,-17312.9432919873,222542.652193375,162707.184471342,90436.6517736524,30601.1840516195,60297.7659513636,462.298229330714
140,6.01692384979,"Styx",33.2335083596619,3.20185725566193,3.20185725566193,3.20185725566193,3.20185725566193,3.20185725566193,3.20185725566193,3.20185725566193,3.20185725566193,3.20185725566193,3.20185725566193,3.20185725566193,3.20185725566193,3.20185725566193,3.20185725566193,3.20185725566193,3.20185725566193,3.20185725566193,3.20185725566193,3.20185725566193,3.20185725566193,3.20185725566193,3.20185725566193,3.20185725566193,3.20185725566193,110.078082495548,447.705319463128,-0.083333333,4136.63514823486,51057.9956268458,424105.114290009,-24222.5476055733,-75280.5432324191,-448327.661895582,-20912.566335911,-71970.5619627568,-16703.8494383455,-67761.8450651914,-3463.46735196103,-54521.4629788069,-29181.1739992242,-80239.1696260701
141,1.10255722762,"Styx",6.02005302133681,0.516955549336805,0.516955549336805,0.516955549336805,0.516955549336805,0.516955549336805,0.516955549336805,0.516955549336805,0.516955549336805,0.516955549336805,0.516955549336805,0.516955549336805,0.516955549336805,0.516955549336805,0.516955549336805,0.516955549336805,0.516955549336805,0.516955549336805,0.516955549336805,0.516955549336805,0.516955549336805,0.516955549336805,0.516955549336805,0.516955549336805,0.516955549336805,18.4269862054201,82.0389795821229,0,826.917920715,10206.5495424809,84779.0793014314,-4860.63106664281,-15067.1806091237,-89639.7103680742,-4200.97159751332,-14407.5211399942,-3598.11077326075,-13804.6603157417,-1056.66965043272,-11263.2191929136,-5769.26590250298,-15975.8154449839
142,1.17305591647,"Styx",6.35979172045537,0.504814648455366,0.504814648455366,0.504814648455366,0.504814648455366,0.504814648455366,0.504814648455366,0.504814648455366,0.504814648455366,0.504814648455366,0.504814648455366,0.504814648455366,0.504814648455366,0.504814648455366,0.504814648455366,0.504814648455366,0.504814648455366,0.504814648455366,0.504814648455366,0.504814648455366,0.504814648455366,0.504814648455366,0.504814648455366,0.504814648455366,0.504814648455366,18.4753432833841,87.2847240863128,0,879.7919373525,10859.1672410476,90199.9443440222,-5228.16148121422,-16087.3287222619,-95428.1058252364,-4509.83202574993,-15368.9992667976,-3959.56508584918,-14818.7323268968,-1180.9667898601,-12040.1340309077,-6194.89633514883,-17054.0635761965
143,4.00590875928,"Styx",22.5214793350319,2.52718134303188,2.52718134303188,2.52718134303188,2.52718134303188,2.52718134303188,2.52718134303188,2.52718134303188,2.52718134303188,2.52718134303188,2.52718134303188,2.52718134303188,2.52718134303188,2.52718134303188,2.52718134303188,2.52718134303188,2.52718134303188,2.52718134303188,2.52718134303188,2.52718134303188,2.52718134303188,2.52718134303188,2.52718134303188,2.52718134303188,2.52718134303188,83.1738315677971,298.070643500419,0,3004.43156946,37083.341517345,308026.874133692,-16845.446184956,-53928.787702301,-324872.320318648,-14685.4873908393,-51768.8289081843,-11186.4829714429,-48269.8244887879,-3024.58647953394,-40107.9279968789,-20146.7716233182,-57230.1131406632
144,1.04075690208,"Styx",7.08337138607109,2.45616405234337,2.46086624236812,2.50757495989432,2.64686815026491,2.87157621021657,3.13400777463674,3.38964356283499,3.61233747966194,3.79185253564724,3.92766182606374,4.02401581194667,4.08693273309993,4.12261128243579,4.13670200868233,4.13404460946137,4.11863696087802,4.09370727232707,4.06182286630718,4.02500336835607,3.98482419512758,3.94250538760878,3.89898521632758,3.85497988632478,3.8110313292389,94.1777271081251,68.9819122687151,0,780.56767656,9634.45399173381,80027.058663809,-595.977551495682,-10230.4315432295,-80623.0362153047,-1243.86849056081,-10878.3224822946,5603.56638106824,-4030.88761066557,3632.44296693275,-6002.01102480106,-1823.4255297636,-11457.8795214974
145,10.2170428068,"Styx",185.863669788345,134.868379740345,134.868379740345,134.868379740345,134.868379740345,134.868379740345,134.868379740345,134.868379740345,134.868379740345,134.868379740345,134.868379740345,134.868379740345,134.868379740345,134.868379740345,134.868379740345,134.868379740345,134.868379740345,134.868379740345,134.868379740345,134.868379740345,134.868379740345,134.868379740345,134.868379740345,134.868379740345,134.868379740345,3422.70478355663,1924.59437955408,-0.166666667,6385.65175169574,78817.3400672683,654683.690710486,98802.9462244122,19985.6061571439,-555880.744486074,64395.6826232425,-14421.6574440258,325356.774646786,246539.434579518,134052.933479414,55235.5934121459,90382.9432645943,11565.603197326
146,3.84063394445,"Styx",69.0642372160248,49.8948847600248,49.8948847600248,49.8948847600248,49.8948847600248,49.8948847600248,49.8948847600248,49.8948847600248,49.8948847600248,49.8948847600248,49.8948847600248,49.8948847600248,49.8948847600248,49.8948847600248,49.8948847600248,49.8948847600248,49.8948847600248,49.8948847600248,49.8948847600248,49.8948847600248,49.8948847600248,49.8948847600248,49.8948847600248,49.8948847600248,49.8948847600248,1266.54147145662,723.463440678198,0,2880.4754583375,35553.3659809929,295318.375851704,33802.7376680705,-1750.62831292239,-261515.638183633,21354.5863697119,-14198.7796112811,117639.4156147,82086.0496337072,47053.3619732684,11499.9959922754,30637.6217472593,-4915.74423373366
147,8.71382714842,"Styx",88.2025654521433,44.7100971561433,44.7100971561433,44.7100971561433,44.7100971561433,44.7100971561433,44.7100971561433,44.7100971561433,44.7100971561433,44.7100971561433,44.7100971561433,44.7100971561433,44.7100971561433,44.7100971561433,44.7100971561433,44.7100971561433,44.7100971561433,44.7100971561433,44.7100971561433,44.7100971561433,44.7100971561433,44.7100971561433,44.7100971561433,44.7100971561433,44.7100971561433,1161.24489719958,1011.055368656,-0.083333333,5990.75616671721,73943.1908304186,614197.345843595,7237.64607630267,-66705.5447541159,-606959.699767292,-268.35947168176,-74211.5503021004,84316.592140629,10373.4013102104,37301.3823876271,-36641.8084427915,56.4591188912892,-73886.7317115273
148,4.22113797379,"Styx",22.8733073313649,1.80475336336488,1.80475336336488,1.80475336336488,1.80475336336488,1.80475336336488,1.80475336336488,1.80475336336488,1.80475336336488,1.80475336336488,1.80475336336488,1.80475336336488,1.80475336336488,1.80475336336488,1.80475336336488,1.80475336336488,1.80475336336488,1.80475336336488,1.80475336336488,1.80475336336488,1.80475336336488,1.80475336336488,1.80475336336488,1.80475336336488,1.80475336336488,66.187388052122,314.085417821508,0,3165.8534803425,39075.7529639848,324576.522703241,-18827.8440720554,-57903.5970360402,-343404.366775297,-16238.7078283102,-55314.460792295,-14282.3701660778,-53358.1231300626,-4264.41560338151,-43340.1685673663,-22306.5435088595,-61382.2964728444
149,18.5171127558,"Styx",102.149457027361,9.72685759536114,9.72685759536114,9.72685759536114,9.72685759536114,9.72685759536114,9.72685759536114,9.72685759536114,9.72685759536114,9.72685759536114,9.72685759536114,9.72685759536114,9.72685759536114,9.72685759536114,9.72685759536114,9.72685759536114,9.72685759536114,9.72685759536114,9.72685759536114,9.72685759536114,9.72685759536114,9.72685759536114,9.72685759536114,9.72685759536114,9.72685759536114,335.594039316028,1377.81600022668,-0.166666667,11573.1954677457,142846.575152498,1186532.34106066,-69087.3181828137,-211933.893335311,-1255619.65924347,-59319.3287593136,-202165.903911811,-46158.0464210254,-189004.621573523,-5201.11518277949,-148047.690335277,-84347.522802476,-227194.097954974
150,2.35108481614,"Styx",12.6677202263208,0.933009730320799,0.933009730320799,0.933009730320799,0.933009730320799,0.933009730320799,0.933009730320799,0.933009730320799,0.933009730320799,0.933009730320799,0.933009730320799,0.933009730320799,0.933009730320799,0.933009730320799,0.933009730320799,0.933009730320799,0.933009730320799,0.933009730320799,0.933009730320799,0.933009730320799,0.933009730320799,0.933009730320799,0.933009730320799,0.933009730320799,0.933009730320799,35.05995375402,174.93925455824,0,1763.313612105,21764.3701872117,180782.276945557,-10577.3542141414,-32341.7244013531,-191359.631159698,-9108.91503483007,-30873.2852220418,-8164.87842879534,-29929.2486160071,-2465.85224923865,-24230.2224364504,-12514.9115261191,-34279.2817133308
151,3.95544663979,"Styx",21.4064382819462,1.78534043885751,1.78645226512899,1.79749647622629,1.83043215676612,1.88356406405897,1.94561564135658,2.00606036684708,2.05871603280795,2.1011621173602,2.13327403461616,2.15605680015795,2.17093341839133,2.17936956160784,2.18270129417133,2.18207295583279,2.17842983881995,2.17253524874066,2.16499622541813,2.15629030649324,2.14678999703599,2.13678377403573,2.12649349024983,2.11608849136104,2.10569691634925,70.9097901946371,294.316029774441,0,2966.5849798425,36616.2055631369,304146.683679364,-17208.0987821685,-53824.3043453054,-321354.782461533,-14934.1411285761,-51550.3466917131,-12376.8024900328,-48993.0080531698,-3556.54610706572,-40172.7516702026,-20533.1049623981,-57149.310525535
152,1.28639324649,"Styx",7.09719102517488,0.676561257174876,0.676561257174876,0.676561257174876,0.676561257174876,0.676561257174876,0.676561257174876,0.676561257174876,0.676561257174876,0.676561257174876,0.676561257174876,0.676561257174876,0.676561257174876,0.676561257174876,0.676561257174876,0.676561257174876,0.676561257174876,0.676561257174876,0.676561257174876,0.676561257174876,0.676561257174876,0.676561257174876,0.676561257174876,0.676561257174876,0.676561257174876,23.3346611973719,95.7173513864525,0,964.7949348675,11908.3491291921,98914.8067102319,-5578.91084347506,-17487.2599726671,-104493.717553707,-4836.05008985931,-16744.3992190514,-3984.63036217444,-15892.9794913665,-1140.71434968017,-13049.0634788722,-6639.04250660647,-18547.3916357985
153,1.85946419853,"Styx",10.0981325993057,0.817195847305726,0.817195847305726,0.817195847305726,0.817195847305726,0.817195847305726,0.817195847305726,0.817195847305726,0.817195847305726,0.817195847305726,0.817195847305726,0.817195847305726,0.817195847305726,0.817195847305726,0.817195847305726,0.817195847305726,0.817195847305726,0.817195847305726,0.817195847305726,0.817195847305726,0.817195847305726,0.817195847305726,0.817195847305726,0.817195847305726,0.817195847305726,29.7108329346431,138.358185471788,0,1394.5981488975,17213.3590795407,142980.027518064,-8266.052255948,-25479.4113354887,-151246.079774012,-7133.60005571865,-24346.9591352594,-6227.08143053118,-23440.4405100719,-1850.696996383,-19064.0560759237,-9798.45877522002,-27011.8178547608
154,1.60621714891,"Styx",8.8537435816641,0.836778317664103,0.836778317664103,0.836778317664103,0.836778317664103,0.836778317664103,0.836778317664103,0.836778317664103,0.836778317664103,0.836778317664103,0.836778317664103,0.836778317664103,0.836778317664103,0.836778317664103,0.836778317664103,0.836778317664103,0.836778317664103,0.836778317664103,0.836778317664103,0.836778317664103,0.836778317664103,0.836778317664103,0.836778317664103,0.836778317664103,0.836778317664103,28.9364232056026,119.515173581844,0,1204.6628616825,14869.0104201853,123507.068505375,-6975.9825949387,-21844.993015124,-130483.051100314,-6045.5128466294,-20914.5232668147,-4998.52595390486,-19867.5363740901,-1434.33506016059,-16303.3454803458,-8299.69055283245,-23168.7009730177
155,2.70515812448,"Styx",14.9558239904024,1.45382939840243,1.45382939840243,1.45382939840243,1.45382939840243,1.45382939840243,1.45382939840243,1.45382939840243,1.45382939840243,1.45382939840243,1.45382939840243,1.45382939840243,1.45382939840243,1.45382939840243,1.45382939840243,1.45382939840243,1.45382939840243,1.45382939840243,1.45382939840243,1.45382939840243,1.45382939840243,1.45382939840243,1.45382939840243,1.45382939840243,1.45382939840243,49.8477295520607,201.284797205028,0,2028.86859336,25042.0837359617,208008.082857758,-11692.8859477314,-36734.9696836932,-219700.96880549,-10142.06171094,-35184.1454469017,-8288.91924670254,-33331.0029826643,-2359.76642165136,-27401.8501576131,-13922.2454497772,-38964.3291857389
156,5.75044460367,"Styx",31.3039676505737,2.60237152257369,2.60237152257369,2.60237152257369,2.60237152257369,2.60237152257369,2.60237152257369,2.60237152257369,2.60237152257369,2.60237152257369,2.60237152257369,2.60237152257369,2.60237152257369,2.60237152257369,2.60237152257369,2.60237152257369,2.60237152257369,2.60237152257369,2.60237152257369,2.60237152257369,2.60237152257369,2.60237152257369,2.60237152257369,2.60237152257369,2.60237152257369,93.7608841923421,427.872695121461,-0.083333333,3953.43066646074,48796.7244984909,405322.225565967,-23724.2091407504,-72520.9336392413,-429046.434706717,-20393.8601344265,-69190.5846329175,-17294.4700051442,-66091.1945036352,-3884.51616600877,-52681.2406644997,-28463.2257072173,-77259.9502057082
157,6.07149975605,"Styx",35.976706575,5.672635775,5.672635775,5.672635775,5.672635775,5.672635775,5.672635775,5.672635775,5.672635775,5.672635775,5.672635775,5.672635775,5.672635775,5.672635775,5.672635775,5.672635775,5.672635775,5.672635775,5.672635775,5.672635775,5.672635775,5.672635775,5.672635775,5.672635775,5.672635775,172.119965175,451.766493009777,-0.083333333,4174.15608380225,51521.1120718465,427951.917330849,-21377.1011809779,-72898.2132528243,-449329.018511827,-18927.9902832116,-70449.102355058,-9757.09832591855,-61278.210397765,-429.713520878196,-51950.8255927247,-26380.707702097,-77901.8197739434
158,1.72696939303,"Shoalwater",9.80602418264796,1.18637151864796,1.18637151864796,1.18637151864796,1.18637151864796,1.18637151864796,1.18637151864796,1.18637151864796,1.18637151864796,1.18637151864796,1.18637151864796,1.18637151864796,1.18637151864796,1.18637151864796,1.18637151864796,1.18637151864796,1.18637151864796,1.18637151864796,1.18637151864796,1.18637151864796,1.18637151864796,1.18637151864796,1.18637151864796,1.18637151864796,1.18637151864796,38.278940630199,128.499906190084,0,1295.2270447725,15986.8333604393,132792.086846032,-7140.53745084692,-23127.3708112862,-139932.624296879,-6244.71854759001,-22231.5519080293,-4540.89088267564,-20527.7242431149,-1182.28824268381,-17169.1216031231,-8563.7571418256,-24550.5905022649
